File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF331KIA	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EXK	Histone ChIP-seq	/human-donors/ENCDO000ABB/	EFO:0002713	Panc1	cell line	Homo sapiens										H3K27ac-human	DNA						2011-10-07	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF600PIZ/, /files/ENCFF495YJJ/, /files/ENCFF857ERK/	584927730	ENCODE Processing Pipeline	33c122c8cf02d50d2ee086f9d007dd6c		https://www.encodeproject.org/files/ENCFF331KIA/@@download/ENCFF331KIA.bigWig				released	s3://encode-public/2020/09/29/1a957775-fc07-4f5a-9f8f-0ba10fb4ce63/ENCFF331KIA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/1a957775-fc07-4f5a-9f8f-0ba10fb4ce63/ENCFF331KIA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, mild to moderate bottlenecking, inconsistent platforms		
ENCFF493VUL	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AMO	Histone ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document	300-600	1, 2, 3	1_1, 2_1, 3_1, 3_2							/files/ENCFF539MTH/, /files/ENCFF745JCH/, /files/ENCFF245IFK/, /files/ENCFF926NHE/, /files/ENCFF862NDZ/, /files/ENCFF856IEI/	1558016442	ENCODE Processing Pipeline	94f2bb15db255ee7fd312493beb0d479		https://www.encodeproject.org/files/ENCFF493VUL/@@download/ENCFF493VUL.bigWig				released	s3://encode-public/2022/06/14/eb542c82-830f-4060-9d49-738e14c1ec36/ENCFF493VUL.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/14/eb542c82-830f-4060-9d49-738e14c1ec36/ENCFF493VUL.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mixed read lengths, mixed run types, low read length, mild to moderate bottlenecking, inconsistent platforms	insufficient read depth	extremely low read length
ENCFF217UFH	bigWig	bigWig		signal p-value	GRCh38	ENCSR597ULV	Histone ChIP-seq	/human-donors/ENCDO119FJJ/	EFO:0007752	VCaP	cell line	Homo sapiens										H3K27ac-human	DNA						2017-04-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF531ZXP/, /files/ENCFF464BUQ/, /files/ENCFF434ULA/, /files/ENCFF750IHA/	1367215843	ENCODE Processing Pipeline	72f7a36c1635e62beddab1d9291f79e6		https://www.encodeproject.org/files/ENCFF217UFH/@@download/ENCFF217UFH.bigWig				released	s3://encode-public/2020/09/17/3d6b32db-cc51-4ad8-9b61-0d9a3fbaeaf5/ENCFF217UFH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/17/3d6b32db-cc51-4ad8-9b61-0d9a3fbaeaf5/ENCFF217UFH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF465GBD	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AKP	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2, 3	1_1, 2_1, 3_1, 3_2							/files/ENCFF600THN/, /files/ENCFF420ARY/, /files/ENCFF226FKB/, /files/ENCFF232RQF/, /files/ENCFF666YXZ/, /files/ENCFF704LGA/	1314534644	ENCODE Processing Pipeline	9346587b9a23a2953b6ab49103e6c112		https://www.encodeproject.org/files/ENCFF465GBD/@@download/ENCFF465GBD.bigWig				released	s3://encode-public/2022/06/14/26f8ee85-4be3-4f17-a19d-ed3cc5c1774a/ENCFF465GBD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/14/26f8ee85-4be3-4f17-a19d-ed3cc5c1774a/ENCFF465GBD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mixed read lengths, low read depth, moderate library complexity, control low read depth, low read length, mild to moderate bottlenecking, inconsistent platforms		extremely low read depth
ENCFF778PRD	bigWig	bigWig		signal p-value	GRCh38	ENCSR714TJD	Histone ChIP-seq	/human-donors/ENCDO027VXA/	EFO:0002106	A673	cell line	Homo sapiens										H3K27ac-human	DNA						2016-05-06	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF522HGS/, /files/ENCFF054PXI/, /files/ENCFF425EYY/, /files/ENCFF215WZQ/	1148735528	ENCODE Processing Pipeline	931cdc5d69f54f8b1d4510b43d33b6b1		https://www.encodeproject.org/files/ENCFF778PRD/@@download/ENCFF778PRD.bigWig				released	s3://encode-public/2020/10/20/3c875893-a8ba-4020-8e6d-5a72e96426a8/ENCFF778PRD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/20/3c875893-a8ba-4020-8e6d-5a72e96426a8/ENCFF778PRD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mixed read lengths, low read depth, mixed run types, low read length, mild to moderate bottlenecking, antibody characterized with exemption	poor library complexity, severe bottlenecking	
ENCFF287KJY	bigWig	bigWig		signal p-value	GRCh38	ENCSR564IGJ	Histone ChIP-seq	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens										H3K27ac-human	DNA						2016-10-19	ENCODE		sonication (generic), shearing (Covaris generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF966ORL/, /files/ENCFF552BJO/, /files/ENCFF098JJI/, /files/ENCFF459LLN/	1844304030	ENCODE Processing Pipeline	af1b710d8f2e5bf6eb7a53114818293c		https://www.encodeproject.org/files/ENCFF287KJY/@@download/ENCFF287KJY.bigWig				released	s3://encode-public/2021/02/02/fa1bfeeb-5282-4dfe-9a84-190445d9afd7/ENCFF287KJY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/02/02/fa1bfeeb-5282-4dfe-9a84-190445d9afd7/ENCFF287KJY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking		
ENCFF997CJQ	bigWig	bigWig		signal p-value	GRCh38	ENCSR661KMA	Histone ChIP-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens										H3K27ac-human	DNA						2016-11-18	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_2							/files/ENCFF977FPK/, /files/ENCFF539DNR/, /files/ENCFF209VII/, /files/ENCFF799ZUN/	1294252169	ENCODE Processing Pipeline	416cd6243a2a07a8926766e07f05204c		https://www.encodeproject.org/files/ENCFF997CJQ/@@download/ENCFF997CJQ.bigWig				released	s3://encode-public/2020/10/20/e37f766e-9b7b-4185-a32b-0014e018733d/ENCFF997CJQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/20/e37f766e-9b7b-4185-a32b-0014e018733d/ENCFF997CJQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mixed read lengths, low read depth, mixed run types, low read length, mild to moderate bottlenecking	poor library complexity, severe bottlenecking	
ENCFF138YNG	bigWig	bigWig		signal p-value	GRCh38	ENCSR752UOD	Histone ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										H3K27ac-human	DNA						2016-06-30	ENCODE		sonication (generic), shearing (Covaris generic)	200-600	1, 2	1_1, 1_2, 2_1							/files/ENCFF785NUK/, /files/ENCFF391BOB/, /files/ENCFF433BQD/, /files/ENCFF474LAV/	1767272805	ENCODE Processing Pipeline	595fffd2dcc9f22f13a50811c8864a0e		https://www.encodeproject.org/files/ENCFF138YNG/@@download/ENCFF138YNG.bigWig				released	s3://encode-public/2020/10/20/d46a7362-3192-4ed9-b019-ba5ce6bbde6b/ENCFF138YNG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/20/d46a7362-3192-4ed9-b019-ba5ce6bbde6b/ENCFF138YNG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mixed read lengths, moderate library complexity, mixed run types, low read length, mild to moderate bottlenecking	poor library complexity, severe bottlenecking	
ENCFF454CCX	bigWig	bigWig		signal p-value	GRCh38	ENCSR447ZGY	Histone ChIP-seq	/human-donors/ENCDO351AAA/	EFO:0006711	OCI-LY7	cell line	Homo sapiens										H3K27ac-human	DNA						2014-07-11	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF317ZWU/, /files/ENCFF139BHA/, /files/ENCFF509LTB/, /files/ENCFF322PGT/	1239920570	ENCODE Processing Pipeline	e01843a937fd420e50dbe12b27bd3ac7		https://www.encodeproject.org/files/ENCFF454CCX/@@download/ENCFF454CCX.bigWig				released	s3://encode-public/2020/10/20/41eb8399-0ed0-4e4e-8960-0fad98016699/ENCFF454CCX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/20/41eb8399-0ed0-4e4e-8960-0fad98016699/ENCFF454CCX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read depth, moderate library complexity, mixed run types, low read length, mild to moderate bottlenecking, inconsistent platforms	poor library complexity, severe bottlenecking	
ENCFF653ZLN	bigWig	bigWig		signal p-value	GRCh38	ENCSR279KIX	Histone ChIP-seq	/human-donors/ENCDO000ACX/	EFO:0006365	C4-2B	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-16	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF358BGI/, /files/ENCFF385EWH/, /files/ENCFF743JLF/, /files/ENCFF629MMX/	1433149666	ENCODE Processing Pipeline	410ab7648ae0800d0d9565a2d8d6f5a2		https://www.encodeproject.org/files/ENCFF653ZLN/@@download/ENCFF653ZLN.bigWig				released	s3://encode-public/2020/09/17/d07eeda0-55aa-48a4-afa8-82fcf1d512b4/ENCFF653ZLN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/17/d07eeda0-55aa-48a4-afa8-82fcf1d512b4/ENCFF653ZLN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF054OOT	bigWig	bigWig		signal p-value	GRCh38	ENCSR783SNV	Histone ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens										H3K27ac-human	DNA				formaldehyde		2016-07-21	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF171OCE/, /files/ENCFF149XOB/, /files/ENCFF280NZG/, /files/ENCFF669AUD/, /files/ENCFF091SBM/, /files/ENCFF714TFN/	995973716	ENCODE Processing Pipeline	42a1c74b04df5e7c5a8a9ddb9b4e6774		https://www.encodeproject.org/files/ENCFF054OOT/@@download/ENCFF054OOT.bigWig				released	s3://encode-public/2020/10/01/80462f5d-08a3-49ca-a400-37eae92a0b26/ENCFF054OOT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/01/80462f5d-08a3-49ca-a400-37eae92a0b26/ENCFF054OOT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF953MRU	bigWig	bigWig		signal p-value	GRCh38	ENCSR391NPE	Histone ChIP-seq	/human-donors/ENCDO719HIY/	EFO:0002095	22Rv1	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF176QGA/, /files/ENCFF749VNR/, /files/ENCFF615DSM/, /files/ENCFF476GMM/	1811905764	ENCODE Processing Pipeline	9ac9ba2276077118502b28522212c600		https://www.encodeproject.org/files/ENCFF953MRU/@@download/ENCFF953MRU.bigWig				released	s3://encode-public/2020/09/17/63228ccf-d90e-4a4d-aad2-220da0e68e34/ENCFF953MRU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/17/63228ccf-d90e-4a4d-aad2-220da0e68e34/ENCFF953MRU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
