header	clcell	Datasource	isctrl	cancer	Cancer_Category	Origin	gse	group	treatment
UCEC_LEIO-PT354	LEIOPT354	GEO	0	UCEC	Solid Tumor	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_LEIO-PT563	LEIOPT563	GEO	0	UCEC	Solid Tumor	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_LEIO-PT845	LEIOPT845	GEO	0	UCEC	Solid Tumor	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_LEIO-PT848	LEIOPT848	GEO	0	UCEC	Solid Tumor	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_LEIO-PT886	LEIOPT886	GEO	0	UCEC	Solid Tumor	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_LEIO-PT916	LEIOPT916	GEO	0	UCEC	Solid Tumor	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_LEIO-PT967	LEIOPT967	GEO	0	UCEC	Solid Tumor	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_LEIO-PTc57	LEIOPTc57	GEO	0	UCEC	Solid Tumor	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO_PT728	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO_PT758	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO-PT1063	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO-PT1113	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO-PT1119	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO-PT1123	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO-PT1151	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO-PT354	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO-PT563	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO-PT845	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO-PT848	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO-PT886	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO-PT916	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO-PT967	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UCEC_MYO-PTc57	Myometrium	GEO	1	UCEC	Normal Tissue	Reproductive System	GSE128229	ENTREZ_TPM	featureCounts
UWB1289	UWB1289	CCLE	0	OV	Solid Tumor	Reproductive System	CCLE	CCLE	CCLE
VAESBJ	VAESBJ	CCLE	0	ES	Solid Tumor	Mesenchymal derived	CCLE	CCLE	CCLE
WERIRB1	WERIRB1	CCLE	0	RB	Solid Tumor	Central Nervous System	CCLE	CCLE	CCLE
ZR7530	ZR7530	CCLE	0	BRCA	Solid Tumor	Reproductive System	CCLE	CCLE	CCLE
mammary_epithelial	mammary_epithelial	ENCODE	1	BRCA	Normal Tissue	Reproductive System	ENCODE	ENCODE	ENCODE
thyroid_gland	thyroid_gland	ENCODE	1	MTC	Normal Tissue	Epithelial derived	ENCODE	ENCODE	ENCODE
