depmap_id	cell_line_display_name	lineage_1	lineage_2	lineage_3	lineage_6	lineage_4
ACH-002922	SKNMM	Peripheral Nervous System	Neuroblastoma	Neuroblastoma		
ACH-001656	SKNO1	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	RUNX1::RUNX1T1, TP53, MYC and KIT	
ACH-001193	SKPNDW	Bone	Ewing Sarcoma	Ewing Sarcoma	EWS::FLI	
ACH-001194	SKRC31	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-000385	SKRC52	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-000127	SLR20	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000016	SLR21	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-000272	SLR24	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-000300	SLR25	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-000600	SLR26	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-001196	SMSCTR	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma		
ACH-001197	SMZ1	Lymphoid	Non-Hodgkin Lymphoma	Mature T and NK Neoplasms		
ACH-000504	SNB75	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000286	SNU1033	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma		
ACH-000999	SNU1040	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MSI	
ACH-000412	SNU1197	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-002538	SNU1235	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000513	SNU1272	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-002526	SNU1327	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-002543	SNU1406	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-002532	SNU1411	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma		
ACH-002539	SNU1460	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-002544	SNU1750	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma		
ACH-002522	SNU2292	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-001662	SNU2372	Breast	Invasive Breast Carcinoma	Breast Invasive Cancer, NOS	TNBC	
ACH-002524	SNU251	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Endometrioid Ovarian Cancer		
ACH-002531	SNU2535	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-002535	SNU254	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma		
ACH-002528	SNU267	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-000708	SNU283	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma		
ACH-000933	SNU324	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000422	SNU475	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-002533	SNU482	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-000683	SNU503	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma		
ACH-000908	SNU520	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000325	SNU620	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000370	SNU626	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000807	SNU738	CNS/Brain	Diffuse Glioma	Oligodendroglioma		
ACH-002523	SNU739	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000460	SNU8	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer		
ACH-000722	SNUC1	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000970	SNUC5	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-001858	SSP25	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma		
ACH-001200	STM9101	Kidney	Rhabdoid Cancer	Rhabdoid Cancer		
ACH-002695	STS26T	Peripheral Nervous System	Nerve Sheath Tumor	Malignant Peripheral Nerve Sheath Tumor		
ACH-000660	SUDHL5	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-001388	SUM102PT	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	TNBC	
ACH-001389	SUM1315MO2	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	TNBC	
ACH-001390	SUM149PT	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	Basal B TNBC	
ACH-001391	SUM159PT	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	Basal B TNBC	
ACH-001392	SUM185PE	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	luminal TNBC	
ACH-001393	SUM190PT	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	Basal A HER2+	
ACH-001394	SUM229PE	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	basal TNBC	
ACH-001395	SUM44PE	Breast	Invasive Breast Carcinoma	Breast Invasive Lobular Carcinoma	luminal ER+	
ACH-001396	SUM52PE	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	luminal TNBC	
ACH-001201	SUMB002	CNS/Brain	Embryonal Tumor	Medulloblastoma		
ACH-000226	SUPM2	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Positive		
ACH-000236	SW1417	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000820	SW403	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-001275	SYO1	Bone	Osteosarcoma	Osteosarcoma		
ACH-000147	T47D	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	luminal ER, PR+	
ACH-002806	TB096	CNS/Brain	Diffuse Glioma	Anaplastic Astrocytoma	IDH Mutant	
ACH-001283	TC106	Bone	Ewing Sarcoma	Ewing Sarcoma	EWS::ERG	
ACH-001430	TC138	Bone	Ewing Sarcoma	Ewing Sarcoma	EWS::FLI	
ACH-001431	TC205	Bone	Ewing Sarcoma	Ewing Sarcoma	EWS::FEV	
ACH-003296	TC28a2	Unknown	Non-Cancerous	Transformed cell line		
ACH-000175	TE159T	Fibroblast	Non-Cancerous	Fibroblast, Soft Tissue		
ACH-001861	TGBC1TKB	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Cancer		
ACH-001207	TIG3TD	Fibroblast	Non-Cancerous	Fibroblast, Lung		
ACH-001863	TKKK	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma		
ACH-000172	TM87	Soft Tissue	Rhabdoid Cancer	Extrarenal Rhabdoid Cancer		
ACH-001403	TO14	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer		
ACH-001210	TTC1240	Kidney	Rhabdoid Cancer	Rhabdoid Cancer		
ACH-001750	TTC442	Soft Tissue	Rhabdomyosarcoma	Embryonal Rhabdomyosarcoma		
ACH-001211	TTC549	Soft Tissue	Rhabdoid Cancer	Extrarenal Rhabdoid Cancer		
ACH-000597	TTC709	Soft Tissue	Rhabdoid Cancer	Extrarenal Rhabdoid Cancer		
ACH-000208	U178	CNS/Brain	Diffuse Glioma	Astrocytoma		
ACH-001172	U251MGDM	CNS/Brain	Diffuse Glioma	Astrocytoma		
ACH-001679	U2973	Lymphoid	Mature B-Cell Neoplasms	High-Grade B-Cell Lymphoma, with MYC and BCL2 and/or BCL6 Rearrangements		
ACH-000036	U343	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-001680	U698M	Lymphoid	Non-Hodgkin Lymphoma	Non-Hodgkin Lymphoma		
ACH-000425	UACC62	Skin	Melanoma	Melanoma		
ACH-002004	UACC62SKINCJ1	Skin	Melanoma	Melanoma		
ACH-000568	UACC812	Breast	Invasive Breast Carcinoma	Breast Invasive Lobular Carcinoma	luminal ER+, PR+, HER2+	
ACH-000554	UACC893	Breast	Invasive Breast Carcinoma	Breast Invasive Lobular Carcinoma	HER2+	
ACH-001684	UCSDAML1	Myeloid	Acute Myeloid Leukemia	AML, NOS	ETV6::MN1, PTPN11, KIT and CCND3	
ACH-001685	UHO1	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma		
ACH-002711	UMHACC2A	Head and Neck	Salivary Carcinoma	Adenoid Cystic Carcinoma		
ACH-001408	UMUC14	Bladder/Urinary Tract	Urethral Cancer	Urethral Urothelial Carcinoma		
ACH-001409	UMUC16	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-001410	UMUC4	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-001416	UMUC9	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000428	UO31	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-000262	UOK101	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-001690	UPCISCC026	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001691	UPCISCC029A	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001692	UPCISCC040	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001694	UPCISCC074	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-002926	UPMD1	Eye	Ocular Melanoma	Uveal Melanoma		
ACH-002927	UPMD2	Eye	Ocular Melanoma	Uveal Melanoma		
ACH-002924	UPMM2	Eye	Ocular Melanoma	Uveal Melanoma		
ACH-002925	UPMM3	Eye	Ocular Melanoma	Uveal Melanoma		
ACH-001232	UW228	CNS/Brain	Embryonal Tumor	Medulloblastoma	MYC No	
ACH-002886	VACO432	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000661	WM1799	Skin	Melanoma	Melanoma		
ACH-002508	WM3211	Skin	Melanoma	Acral Melanoma		
ACH-002509	WM4235	Skin	Melanoma	Acral Melanoma		
ACH-000827	WM793	Skin	Melanoma	Melanoma		
ACH-000765	WM983B	Skin	Melanoma	Melanoma		
ACH-002994	WSUAML	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	CBFA2T3::GLIS2	
ACH-001709	WSUNHL	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS		
ACH-001295	Y79	Eye	Retinoblastoma	Retinoblastoma		
ACH-001277	YAMATO	Soft Tissue	Synovial Sarcoma	Synovial Sarcoma		
ACH-002847	YUHOIN	Skin	Melanoma	Melanoma		
ACH-002846	YUSEEPM163517	Skin	Melanoma	Acral Melanoma		
ACH-000097	ZR751	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	luminal ER, PR+	
ACH-000828	ZR7530	Breast	Invasive Breast Carcinoma	Breast Invasive Lobular Carcinoma	ER+, PR+, HER2+	
ACH-000959	SNUC4	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MSI	
ACH-000989	SNU175	Bowel	Colorectal Adenocarcinoma	Mucinous Adenocarcinoma of the Colon and Rectum	MSI	
ACH-000268	SNU245	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Extrahepatic Cholangiocarcinoma		
ACH-000907	SNU349	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-000377	SNU478	Ampulla of Vater	Ampullary Carcinoma	Ampullary Carcinoma		
ACH-000344	SNU668	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Diffuse Type Stomach Adenocarcinoma		
ACH-001628	PEA1	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer		
ACH-001649	SHMAC5	Prostate	Non-Cancerous	Immortalized Epithelial Cells, Prostate		
ACH-000618	SNU1041	Head and Neck	Head and Neck Squamous Cell Carcinoma	Hypopharynx Squamous Cell Carcinoma		
ACH-000682	SNU1066	Head and Neck	Head and Neck Squamous Cell Carcinoma	Larynx Squamous Cell Carcinoma		
ACH-000549	SNU1076	Head and Neck	Head and Neck Squamous Cell Carcinoma	Larynx Squamous Cell Carcinoma		
ACH-000302	SNU1077	Uterus	Endometrial Carcinoma	Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor		
ACH-001500	FLO1	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Esophageal Adenocarcinoma		
ACH-001654	SKGT4	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Esophageal Adenocarcinoma		
ACH-001653	SKGT2	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000368	SNU1105	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000635	SNU119	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer		
ACH-000461	SNU1196	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Extrahepatic Cholangiocarcinoma		
ACH-001458	C75	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000715	SNU1214	Head and Neck	Head and Neck Squamous Cell Carcinoma	Larynx Squamous Cell Carcinoma		
ACH-001441	921	Eye	Ocular Melanoma	Uveal Melanoma		
ACH-001306	8305C	Thyroid	Anaplastic Thyroid Cancer	Anaplastic Thyroid Cancer		
ACH-001786	SNU1544	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000623	SNU201	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000266	SNU213	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000466	SNU216	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma		
ACH-000037	S117	Soft Tissue	Sarcoma, NOS	Sarcoma, NOS		
ACH-000456	BCPAP	Thyroid	Poorly Differentiated Thyroid Cancer	Poorly Differentiated Thyroid Cancer		
ACH-000191	BHT101	Thyroid	Anaplastic Thyroid Cancer	Anaplastic Thyroid Cancer		
ACH-000995	JURKAT	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	TAL1, TAL1 prom	
ACH-000918	MOLT16	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	TAL1, STIL::TAL1;TCR::MYC	
ACH-000636	RPMI8402	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	TAL1, LMO1::TRD, STIL::TAL1	
ACH-000141	SNU308	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Adenocarcinoma, NOS		
ACH-000372	P12ICHIKAWA	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	LMO2	
ACH-000802	BFTC905	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000937	PF382	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	TAL1, STIL::TAL1	
ACH-000486	KU1919	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000545	VMCUB1	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000955	SNU407	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MSI	
ACH-000794	BICR22	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000228	BICR31	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001332	BICR78	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000517	SNU410	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000896	647V	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000473	RT112	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000566	SW1710	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000518	CAL33	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000174	CAL62	Thyroid	Anaplastic Thyroid Cancer	Anaplastic Thyroid Cancer		
ACH-000593	BC3C	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000101	KE37	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	TAL1, TRA/D::MYC	
ACH-000500	SNU46	Head and Neck	Head and Neck Squamous Cell Carcinoma	Larynx Squamous Cell Carcinoma		
ACH-000289	SNU466	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000942	HPBALL	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	TLX3, BCL11B::TLX3	
ACH-000543	SNU489	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-000753	JMSU1	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000415	BICR6	Head and Neck	Head and Neck Squamous Cell Carcinoma	Hypopharynx Squamous Cell Carcinoma		
ACH-001419	VP229	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma		
ACH-001705	VP267	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	ER-, PR-	
ACH-000142	CAL29	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000197	TALL1	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	TAL1, TP53	
ACH-000981	DND41	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	TLX3, TLX3::BCL11B	
ACH-001350	HTCC3	Thyroid	Anaplastic Thyroid Cancer	Anaplastic Thyroid Cancer		
ACH-000736	SNU601	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Signet Ring Cell Carcinoma of the Stomach		
ACH-000741	UBLC1	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000503	BICR16	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000771	BICR56	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001445	BICR3	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000630	YD8	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000723	YD10B	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000836	YD15	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000762	YD38	Head and Neck	Head and Neck Squamous Cell Carcinoma	Head and Neck Squamous Cell Carcinoma		
ACH-000735	PECAPJ49	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001435	1156QE8	Testis	Non-Seminomatous Germ Cell Tumor	Embryonal Carcinoma		
ACH-001440	833KE	Testis	Non-Seminomatous Germ Cell Tumor	Embryonal Carcinoma		
ACH-000834	UMUC1	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-001346	H103	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001509	H357	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001510	H376	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001511	H413	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000532	SNU61	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma		
ACH-001664	SNU638	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-001699	UPCISCC131	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001229	UPCISCC154	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-001701	UPCISCC200	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000407	SNU685	Uterus	Endometrial Carcinoma	Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor		
ACH-000920	CMLT1	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	BCR::ABL1; TCR::MYB	
ACH-000454	HCC95	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-001347	H157	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000256	COV318	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer		
ACH-000608	COV644	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Mucinous Ovarian Cancer		
ACH-000123	COV434	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Small Cell Carcinoma of the Ovary		
ACH-000278	COV362	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer		
ACH-000868	HCC1195	Lung	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma		
ACH-000901	HCC1359	Lung	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung		
ACH-000891	HCC1438	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma		
ACH-000898	SNU719	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma		
ACH-000314	HCC2108	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-001668	SUSA	Testis	Non-Seminomatous Germ Cell Tumor	Teratoma		
ACH-001437	1618K	Testis	Non-Seminomatous Germ Cell Tumor	Embryonal Carcinoma		
ACH-000537	SNU761	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000011	253J	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-000026	253JBV	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-001329	ANGMCSS	CNS/Brain	Diffuse Glioma	Glioblastoma		
ACH-001533	KARPAS1718	Lymphoid	Mature B-Cell Neoplasms	Splenic Marginal Zone Lymphoma		
ACH-001411	UMUC5	Bladder/Urinary Tract	Bladder Squamous Cell Carcinoma	Bladder Squamous Cell Carcinoma		
ACH-001414	UMUC6	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-001415	UMUC7	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-001412	UMUC10	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-001413	UMUC11	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-001407	UMUC13	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma		
ACH-001687	UMRC3	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma		
ACH-001688	UMRC7	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-000991	SNU81	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000280	SNU840	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Brenner Tumor, Malignant		
ACH-000986	HT115	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000926	HT55	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000704	OAW42	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer		
ACH-000182	SNU869	Ampulla of Vater	Ampullary Carcinoma	Ampullary Carcinoma		
ACH-000803	COLO668	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000686	SNU878	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000206	C8166	Lymphoid	Non-Cancerous	Transformed cell line, B lymphoblast		
ACH-000316	SNU886	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000692	SNU899	Head and Neck	Head and Neck Squamous Cell Carcinoma	Larynx Squamous Cell Carcinoma		
ACH-000089	NCIH684	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000390	LUDLU1	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-001384	RO82W1	Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer		
ACH-000508	CORL88	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000161	CORL105	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000662	CORL23	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma		
ACH-000968	COLO792	Skin	Melanoma	Melanoma		
ACH-000582	COLO741	Skin	Melanoma	Melanoma		
ACH-000657	A2780	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Endometrioid Ovarian Cancer		
ACH-000847	HGC27	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000320	PSN1	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000903	FTC133	Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer		
ACH-000897	FTC238	Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer		
ACH-000749	DMS273	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000982	GP2D	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MSI	
ACH-001345	GP5D	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma		
ACH-000837	NCIH322	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000257	CORL279	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-001046	CORL26	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-000091	OV56	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer		
ACH-001373	OV17R	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer		
ACH-000688	OV7	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Mixed Ovarian Carcinoma		
ACH-000867	CHAGOK1	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer		
ACH-000619	PECAPJ15	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
