cancer	gse	cell	clcell	isctrl	istreated	ncell	isCapture	depth	reso	Cancer_Category	Origin	GEO	ENCODE	Cistrome	has_any_H3K27ac
MM	GSE87585	RPMI-8226_MboI	RPMI8226	0	0	RPMI8226_3	0	32424774	27300	Hematological (Leukemia)	Hematological	0	0	1	1
MM	GSE87585	U266_HindIII	U266	0	0	U266_2	0	40598928	25750	Hematological (Leukemia)	Hematological	0	0	1	1
MM	GSE87585	U266_MboI	U266	0	0	U266_3	0	37963630	19050	Hematological (Leukemia)	Hematological	0	0	1	1
MTC	GSE147123	TT	TT	0	0	TT	0	25294712	23500	Solid Tumor	Epithelial tumors	0	0	1	1
MTC	GSE237300	thyroid_gland	thyroid_gland	1	0	thyroid_gland	0	487412318	1500	Normal Tissue	Epithelial tumors	0	0	0	0
NB	GSE105275	SK-N-DZ	SKNDZ	0	0	SKNDZ	0	44628390	39750	Solid Tumor	Central Nervous System	0	0	1	1
NB	GSE115862	SKNSH	SKNSH	0	0	SKNSH	0	6879800	114300	Solid Tumor	Central Nervous System	0	1	1	1
NB	GSE115862	SKNSHadel1r	SKNSH	0	1	SKNSH_2	0	7791959	101200	Solid Tumor	Central Nervous System	0	1	1	1
NB	GSE129732	SHY_neuroblasts	SHYSY5Y	0	0	SHYSY5Y	0	59673280	17300	Solid Tumor	Central Nervous System	0	0	0	0
NB	GSE147123	SK-N-DZ	SKNDZ	0	0	SKNDZ_2	0	50464135	16700	Solid Tumor	Central Nervous System	0	0	1	1
NB	GSE161493	SKNMC	SKNMC	0	0	SKNMC	0	16253	125486500	Solid Tumor	Central Nervous System	0	1	1	1
NB	GSE175452	TR-14	TR14	0	0	TR14	0	41973787	13450	Solid Tumor	Central Nervous System	0	0	1	1
NB	GSE214792	GI-MEN	GIMEN	0	0	GIMEN	0	6392942	166650	Solid Tumor	Central Nervous System	0	0	1	1
NB	GSE252149	SH-SY5Y	SHSY5Y	0	0	SHSY5Y	0	16303972	27850	Solid Tumor	Central Nervous System	0	0	1	1
NB	GSE252149	SH-SY5Y_TOP2BKO	SHSY5Y	0	1	SHSY5Y_2	0	15805048	29750	Solid Tumor	Central Nervous System	0	0	1	1
NB	GSE59395	SK-N-MC	SKNMC	0	0	SKNMC_2	0	125589518	22150	Solid Tumor	Central Nervous System	0	1	1	1
NPC	GSE166570	HK1	HK1	0	0	HK1	0	72210177	6550	Solid Tumor	Epithelial tumors	0	0	1	1
NPC	GSE166570	NP-69	NP69	1	0	NP69	0	73956224	5150	Normal Tissue	Epithelial tumors	0	0	1	1
NPC	GSE166570	NPC	HK1	0	0	HK1_2	0	85007359	5350	Solid Tumor	Epithelial tumors	0	0	1	1
NSCLC	GSE105725	NCI-H460	NCIH460	0	0	NCIH460	0	43748916	40300	Solid Tumor	Epithelial tumors	0	0	1	1
NSCLC	GSE147123	NCI-H1437	NCIH1437	0	0	NCIH1437	0	35656036	17350	Solid Tumor	Epithelial tumors	0	0	0	0
NSCLC	GSE147123	NCI-H1563	NCIH1563	0	0	NCIH1563	0	31138639	18400	Solid Tumor	Epithelial tumors	0	0	0	0
NSCLC	GSE147123	NCI-H1573	NCIH1573	0	0	NCIH1573	0	33013525	21100	Solid Tumor	Epithelial tumors	0	0	0	0
NSCLC	GSE147123	NCI-H1975	NCIH1975	0	0	NCIH1975	0	29931442	19350	Solid Tumor	Epithelial tumors	0	0	0	0
NSCLC	GSE147123	NCI-H596	NCIH596	0	0	NCIH596	0	35813054	15900	Solid Tumor	Epithelial tumors	0	0	0	0
NSCLC	GSE164533	A549-ACE2	A549	0	0	A549	0	32992182	15600	Solid Tumor	Epithelial tumors	0	1	1	1
NSCLC	GSE168233	A549	A549	0	0	A549_2	0	73013424	7000	Solid Tumor	Epithelial tumors	0	1	1	1
NSCLC	GSE179184	A549-hACE2	A549	0	0	A549_3	0	110223413	3300	Solid Tumor	Epithelial tumors	0	1	1	1
NSCLC	GSE237356	Calu3	CALU3	0	0	CALU3	0	142080413	3800	Solid Tumor	Epithelial tumors	0	0	1	1
NSCLC	GSE292519	HCC364	HCC364	0	0	HCC364	0	39069201	19200	Solid Tumor	Epithelial tumors	0	0	0	0
NSCLC	GSE292519	NCI-H2087	NCIH2087	0	0	NCIH2087	0	32506405	25700	Solid Tumor	Epithelial tumors	0	0	0	0
NSCLC	GSE292519	NCI-H358	NCIH358	0	0	NCIH358	0	26885696	21550	Solid Tumor	Epithelial tumors	0	0	0	0
NSCLC	GSE292519	NCI-H441	NCIH441	0	0	NCIH441	0	39106660	21800	Solid Tumor	Epithelial tumors	0	0	0	0
NSCLC	PRJCA000333	5534N	5534N	1	0	5534N	0	40228477	27350	Normal Tissue	Epithelial tumors	0	0	0	0
NSCLC	PRJCA000333	5534T	5534T	0	0	5534T	0	96250681	12900	Solid Tumor	Epithelial tumors	0	0	0	0
NSCLC	PRJCA000333	6405N	6405N	1	0	6405N	0	33646777	35850	Normal Tissue	Epithelial tumors	0	0	0	0
NSCLC	PRJCA000333	6405T	6405T	0	0	6405T	0	35212296	35900	Solid Tumor	Epithelial tumors	0	0	0	0
NSCLC	PRJCA000333	A549	A549	0	0	A549_4	0	58561160	22150	Solid Tumor	Epithelial tumors	0	1	1	1
NUT	GSE133163	293TRex	293TRex	1	0	293TRex	0	296176578	2100	Normal Tissue	Epithelial tumors	0	0	1	1
NUT	GSE133163	293TRex_input	293TRex	1	0	293TRex_2	0	61323	100	Normal Tissue	Epithelial tumors	0	0	1	1
NUT	GSE133163	TC-797	TC797	0	0	TC797	0	529761764	1100	Solid Tumor	Epithelial tumors	0	0	0	0
NUT	GSE133163	TC-797_input	TC797	0	0	TC797_2	0	58861		Solid Tumor	Epithelial tumors	0	0	0	0
OS	GSE141067	U2OS	U2OS	0	0	U2OS	0	115683067	4800	Solid Tumor	Mesenchymal tumors	0	0	1	1
OS	GSE147123	MG-63	MG63	0	0	MG63	0	31580356	19200	Solid Tumor	Mesenchymal tumors	0	0	1	1
OS	GSE90003	U2OS	U2OS	0	0	U2OS_2	0	23745878	14950	Solid Tumor	Mesenchymal tumors	0	0	1	1
OV	GSE122154	UWB1.289	UWB1289	0	0	UWB1289	0	61777224	6650	Solid Tumor	Reproductive System	0	0	0	0
OV	GSE122154	UWB1.289_mut	UWB1289	0	1	UWB1289_2	0	29455284	10050	Solid Tumor	Reproductive System	0	0	0	0
OV	GSE147123	Caov-3	CAOV3	0	0	CAOV3	0	8710685	20100	Solid Tumor	Reproductive System	0	0	0	0
OV	GSE147123	SK-OV-3	SKOV3	0	0	SKOV3	0	29271825	23750	Solid Tumor	Reproductive System	0	0	1	1
OV	GSE147123	SW626	SW626	0	0	SW626	0	37849555	14700	Solid Tumor	Reproductive System	0	0	0	0
OV	GSE201878	HEYA8	HEYA8	0	0	HEYA8	0	200090883	9400	Solid Tumor	Reproductive System	0	0	1	1
OV	GSE201878	PEO1	PEO1	0	0	PEO1	0	230758683	9300	Solid Tumor	Reproductive System	0	0	1	1
OV	GSE229408	FT246	FT246	1	0	FT246	0	138931648	3250	Normal Tissue	Reproductive System	0	0	0	0
OV	GSE229408	FT282	FT282	1	0	FT282_2	0	118918279	3200	Normal Tissue	Reproductive System	0	0	0	0
OV	GSE229408	KURAMOCHI	KURAMOCHI	0	0	KURAMOCHI	0	119102522	5000	Solid Tumor	Reproductive System	0	0	0	0
OV	GSE229408	OVCAR4	OVCAR4	0	0	OVCAR4	0	107815535	4050	Solid Tumor	Reproductive System	0	0	0	0
OV	GSE278254	FT282	FT282	1	0	FT282	0	27063295	24050	Normal Tissue	Reproductive System	0	0	0	0
PRAD	GSE105557	LNCaP	LNCAPCLONEFGC	0	0	LNCAPCLONEFGC	0	105530756	20350	Solid Tumor	Reproductive System	0	0	0	0
PRAD	GSE118514	22Rv1	22RV1	0	0	22RV1	0	119835106	4450	Solid Tumor	Reproductive System	0	1	1	1
PRAD	GSE118629	22Rv1	22RV1	0	0	22RV1_2	0	119835102	4450	Solid Tumor	Reproductive System	0	1	1	1
PRAD	GSE118629	C42B	C42B	0	0	C42B	0	139881355	4900	Solid Tumor	Reproductive System	0	1	1	1
PRAD	GSE125640	LNCaP	LNCAPCLONEFGC	0	0	LNCAPCLONEFGC_2	0	43353650	35200	Solid Tumor	Reproductive System	0	0	0	0
PRAD	GSE143370	22Rv1	22RV1	0	0	22RV1_3	0	56649929	8250	Solid Tumor	Reproductive System	0	1	1	1
PRAD	GSE147123	DU-145	DU145	0	0	DU145	0	27812139	23400	Solid Tumor	Reproductive System	0	0	1	1
PRAD	GSE161493	LNCaP	LNCAPCLONEFGC	0	0	LNCAPCLONEFGC_3	0	134602997	2500	Solid Tumor	Reproductive System	0	0	0	0
PRAD	GSE172097	DU145	DU145	0	0	DU145_2	0	50093190	11100	Solid Tumor	Reproductive System	0	0	1	1
PRAD	GSE172097	LNCaP	LNCAPCLONEFGC	0	0	LNCAPCLONEFGC_4	0	24869579	22500	Solid Tumor	Reproductive System	0	0	0	0
PRAD	GSE172097	MDAPCa2a	MDAPCa2a	0	0	MDAPCa2a	0	61541994	16650	Solid Tumor	Reproductive System	0	0	0	0
PRAD	GSE172097	MDAPCa2b	MDAPCa2b	0	0	MDAPCa2b	0	50683785	13150	Solid Tumor	Reproductive System	0	0	0	0
PRAD	GSE172097	PC-3	PC3	0	0	PC3	0	50941199	15700	Solid Tumor	Reproductive System	0	1	1	1
PRAD	GSE172097	VCaP	VCaP	0	0	VCaP	0	37763101	24750	Solid Tumor	Reproductive System	0	1	1	1
PRAD	GSE204996	C42B	C42B	0	0	C42B_2	0	139881355	4900	Solid Tumor	Reproductive System	0	1	1	1
PRAD	GSE268339	LNCaP	LNCAPCLONEFGC	0	0	LNCAPCLONEFGC_5	0	47866071	14800	Solid Tumor	Reproductive System	0	0	0	0
PRAD	GSE73782	LNCaP	LNCAPCLONEFGC	0	0	LNCAPCLONEFGC_6	0	156304599	17850	Solid Tumor	Reproductive System	0	0	0	0
PRAD	GSE73782	PC3	PC3	0	0	PC3_2	0	53286377	36050	Solid Tumor	Reproductive System	0	1	1	1
PRAD	GSE73782	PrEC	PRECLH	1	0	PRECLH	0	172991193	17300	Normal Tissue	Reproductive System	0	0	0	0
RB	GSE230795	ARPE19	ARPE19	1	0	ARPE19	0	116627688	6450	Normal Tissue	Central Nervous System	1	0	0	1
RB	GSE230795	WERI-RB1	WERIRB1	0	0	WERIRB1	0	98932899	7500	Solid Tumor	Central Nervous System	1	1	0	1
RCC	GSE233166	HEK293	HEK293	1	0	HEK293	0	22025717	11450	Normal Tissue	Urinary System	0	0	1	1
RCC	GSE233166	HEK293T	HEK293T	1	0	HEK293T	0	38171684	7600	Normal Tissue	Urinary System	0	0	1	1
RCC	GSE59395	ACHN	ACHN	0	0	ACHN	0	38119272	35750	Solid Tumor	Urinary System	0	0	1	1
RCC	GSE99051	786-M1A	786M1A	0	0	786M1A	0	39121758	22450	Solid Tumor	Urinary System	1	0	0	1
RCC	GSE99051	786-O	786O	0	0	786O	0	50846021	19600	Solid Tumor	Urinary System	1	0	1	1
RMS	GSE253894	induced_pluripotent_stem_cell_muscle_progenitor_P3F1	induced_pluripotent_stem_cell_muscle_progenitor_P3F1	0	0	induced_pluripotent_stem_cell_muscle_progenitor_P3F1	0	30549026	12050	Solid Tumor	Mesenchymal tumors	1	0	0	1
RMS	GSE253894	induced_pluripotent_stem_cell_muscle_progenitor_P7F1	induced_pluripotent_stem_cell_muscle_progenitor_P7F1	0	0	induced_pluripotent_stem_cell_muscle_progenitor_P7F1	0	33295728	11600	Solid Tumor	Mesenchymal tumors	1	0	0	1
RMS	GSE253894	induced_pluripotent_stem_cell_muscle_progenitor_WT	induced_pluripotent_stem_cell_muscle_progenitor_WT	1	0	induced_pluripotent_stem_cell_muscle_progenitor_WT	0	36012022	9650	Normal Tissue	Mesenchymal tumors	1	0	0	1
RMS	GSE59395	SJCRH30	SJCRH30	0	0	SJCRH30	0	6902835	200950	Solid Tumor	Mesenchymal tumors	0	1	0	1
TALL	GSE130140	CUTLL1	CUTLL1	0	0	CUTLL1	0	79685272	10400	Hematological (Leukemia)	Hematological	1	0	1	1
TALL	GSE130140	Jurkat	JURKAT	0	0	JURKAT	0	86495541	9300	Hematological (Leukemia)	Hematological	1	0	1	1
TALL	GSE130140	TALL_patient_xenograft	TALL_patient_xenograft	0	0	TALL_patient_xenograft	0	172295223	4800	Hematological (Leukemia)	Hematological	0	0	0	0
TALL	GSE130140	Tcell	Tcell	1	0	Tcell	0	94030547	10050	Normal Tissue	Hematological	1	0	1	1
TALL	GSE134761	CUTLL1_1	CUTLL1	0	0	CUTLL1_2	0	56629698	12500	Hematological (Leukemia)	Hematological	1	0	1	1
TALL	GSE134761	CUTLL1_2	CUTLL1	0	0	CUTLL1_3	0	90596554	14150	Hematological (Leukemia)	Hematological	1	0	1	1
TALL	GSE134761	Jurkat	JURKAT	0	0	JURKAT_2	0	53841430	21900	Hematological (Leukemia)	Hematological	1	0	1	1
TALL	GSE134761	Tcell1	Tcell	1	0	Tcell_2	0	69124394	25050	Normal Tissue	Hematological	1	0	1	1
TALL	GSE134761	Tcell2	Tcell	1	0	Tcell_3	0	39457036	39100	Normal Tissue	Hematological	1	0	1	1
TALL	GSE134761	Tcell3	Tcell	1	0	Tcell_4	0	39130805	24850	Normal Tissue	Hematological	1	0	1	1
TALL	GSE134761	primary_TALL_cells	primary_TALL_cells	0	0	primary_TALL_cells	0	171241983	3050	Hematological (Leukemia)	Hematological	0	0	0	0
TALL	GSE147123	CCRF-CEM	CCRFCEM	0	0	CCRFCEM	0	39869205	18950	Hematological (Leukemia)	Hematological	0	0	0	0
TALL	GSE147123	Jurkat	JURKAT	0	0	JURKAT_3	0	35368391	23500	Hematological (Leukemia)	Hematological	1	0	1	1
TALL	GSE147123	MOLT-4	MOLT4	0	0	MOLT4	0	39911706	26400	Hematological (Leukemia)	Hematological	0	0	1	1
TALL	GSE147123	RPMI-8402	RPMI8402	0	0	RPMI8402	0	32635355	21050	Hematological (Leukemia)	Hematological	0	0	0	0
TALL	GSE182682	DND41	DND41	0	0	DND41	0	115992659	4400	Hematological (Leukemia)	Hematological	0	0	0	0
UCEC	GSE128234	LEIO-PT1063	LEIOPT1063	0	0	LEIOPT1063	1	27381944	84600	Solid Tumor	Reproductive System	0	0	0	0
UCEC	GSE128234	LEIO-PT848	LEIOPT848	0	0	LEIOPT848	1	30692394	56650	Solid Tumor	Reproductive System	0	0	0	0
UCEC	GSE128234	LEIO-PT886	LEIOPT886	0	0	LEIOPT886	1	37577739	60550	Solid Tumor	Reproductive System	0	0	0	0
UCEC	GSE128234	LEIO-PT916	LEIOPT916	0	0	LEIOPT916	1	32268413	72950	Solid Tumor	Reproductive System	0	0	0	0
UCEC	GSE128234	LEIO-PT967	LEIOPT967	0	0	LEIOPT967	1	34262178	60500	Solid Tumor	Reproductive System	0	0	0	0
UCEC	GSE128234	Myometrium	Myometrium	1	0	Myometrium	1	112010467	19950	Normal Tissue	Reproductive System	0	0	0	0
UCEC	GSE226015	uterine_smooth_muscle_cell	uterine_smooth_muscle_cell	1	0	uterine_smooth_muscle_cell	0	53231152	5800	Normal Tissue	Reproductive System	0	0	0	0
